marker_value,marker_type,Admiration,Colère,Culpabilité,Dégoût,Embarras,Fierté,Jalousie,Joie,Peur,Surprise,Tristesse,total_count,P(Colère),P(Dégoût),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilité),P(Embarras),P(Fierté),P(Jalousie),entropy,normalized_entropy
réclame,word,0,12,0,0,0,0,0,0,0,0,0,12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
réclamait,word,0,4,0,0,0,0,0,0,0,0,0,4,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
revendique,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
râler,word,0,4,0,0,0,0,0,0,0,0,0,4,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
découverte,word,0,0,0,0,0,0,0,0,0,5,0,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
découvert,word,0,0,0,0,0,0,0,0,0,14,0,14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
risques,word,0,0,0,0,0,0,0,0,7,0,0,7,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
risque,word,0,0,0,0,0,0,0,0,7,0,0,7,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
rigolé,word,0,0,0,0,0,0,0,3,0,0,0,3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
riant,word,0,0,0,0,0,0,0,3,0,0,0,3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
ri,word,0,0,0,0,0,0,0,3,0,0,0,3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
réclamaient,word,0,4,0,0,0,0,0,0,0,0,0,4,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
fier,word,0,0,0,0,0,8,0,0,0,0,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,-0.00,-0.00
fausses,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
fake,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
exploser,word,0,0,0,0,0,0,0,0,3,0,0,3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
pénible,word,0,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
pyjama,word,0,0,0,0,0,0,0,3,0,0,0,3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
putain,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
enthousiasme,word,0,0,0,0,0,0,0,5,0,0,0,5,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
joyeux,word,0,0,0,0,0,0,0,3,0,0,0,3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
joie,word,0,0,0,0,0,0,0,16,0,0,0,16,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
jaloux,word,0,0,0,0,0,0,5,0,0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.00,-0.00
party,word,0,0,0,0,0,0,0,3,0,0,0,3,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
inégalités,word,0,6,0,0,0,0,0,0,0,0,0,6,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
inédite,word,0,0,0,0,0,0,0,0,0,4,0,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
interdire,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
insolites,word,0,0,0,0,0,0,0,0,0,3,0,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
etes,word,0,4,0,0,0,0,0,0,0,0,0,4,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
encourager,word,0,0,0,0,0,0,0,4,0,0,0,4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
refusé,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
refuse,word,0,9,0,0,0,0,0,0,0,0,0,9,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
refuge,word,0,0,0,0,0,0,0,0,9,0,0,9,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
redoutent,word,0,0,0,0,0,0,0,0,3,0,0,3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
redoute,word,0,0,0,0,0,0,0,0,5,0,0,5,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
ravie,word,0,0,0,0,0,0,0,5,0,0,0,5,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
ravi,word,0,0,0,0,0,0,0,4,0,0,0,4,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
fierté,word,0,0,0,0,0,8,0,0,0,0,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,-0.00,-0.00
r,word,0,3,0,0,0,0,0,0,0,0,0,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
embêtant,word,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
effrayé,word,0,0,0,0,0,0,0,0,5,0,0,5,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
effrayants,word,0,0,0,0,0,0,0,0,5,0,0,5,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
effrayant,word,0,0,0,0,0,0,0,0,3,0,0,3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
ftg,word,0,11,0,0,0,0,0,0,0,0,0,11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00
formidable,word,3,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,-0.00,-0.00
fière,word,0,0,0,0,0,8,0,0,0,0,0,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,-0.00,-0.00
raison,word,0,0,0,0,0,3,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,-0.00,-0.00
