backend,surface_lower,lemma,surface_lemma_count,dominant_mode,surface_count,surface_dominant_emotion,surface_entropy,surface_normalized_entropy,lemma_count,lemma_dominant_emotion,lemma_entropy,lemma_normalized_entropy,delta_entropy,dominant_emotion_changed,surface_share_in_lemma,granularity_class,review_priority
spacy,famine,famine,5,Suggérée,5,Peur,0.971,0.971,6,Peur,0.9183,0.9183,-0.0527,False,0.8333,specificity_preserved,low
stanza,catastrophes,catastrophe,3,Suggérée,3,Peur,0.9183,0.9183,5,Peur,0.971,0.971,0.0527,False,0.6,specificity_preserved,low
spacy,insulte,insulte,8,Comportementale,9,Colère,0.9911,0.9911,24,Embarras,1.0434,0.6583,0.0523,True,0.3333,dominant_emotion_shift,low
spacy,dansé,dansé,4,Comportementale,7,Joie,0.8631,0.8631,4,Joie,0.8113,0.8113,-0.0518,False,1.0,specificity_preserved,low
stanza,choquantes,choquant,14,Désignée,14,Surprise,1.4926,0.9417,21,Surprise,1.4412,0.9093,-0.0514,False,0.6667,specificity_preserved,low
spacy,triste,triste,22,Désignée,22,Tristesse,0.2668,0.2668,29,Tristesse,0.2164,0.2164,-0.0504,False,0.7586,specificity_preserved,low
stanza,triste,triste,22,Désignée,22,Tristesse,0.2668,0.2668,29,Tristesse,0.2164,0.2164,-0.0504,False,0.7586,specificity_preserved,low
stanza,énorme,énorme,6,Désignée,6,Admiration,1.7925,0.8962,7,Admiration,1.8424,0.9212,0.0499,False,0.8571,specificity_preserved,low
spacy,énorme,énorme,6,Désignée,6,Admiration,1.7925,0.8962,7,Admiration,1.8424,0.9212,0.0499,False,0.8571,specificity_preserved,low
spacy,quitter,quitter,9,Comportementale,9,Peur,0.7642,0.7642,16,Peur,0.8113,0.8113,0.0471,False,0.5625,specificity_preserved,low
stanza,choqué,choquer,30,Désignée,30,Surprise,1.7283,0.8641,45,Surprise,1.6815,0.8407,-0.0468,False,0.6667,specificity_preserved,low
spacy,petit,petit,8,Suggérée,8,Joie,1.75,0.875,16,Joie,1.7947,0.773,0.0447,False,0.5,specificity_preserved,low
stanza,petit,petit,8,Suggérée,8,Joie,1.75,0.875,16,Joie,1.7947,0.773,0.0447,False,0.5,specificity_preserved,low
stanza,grave,grave,29,Suggérée,29,Peur,1.7865,0.7694,36,Peur,1.8307,0.7884,0.0442,False,0.8056,specificity_preserved,low
spacy,grave,grave,29,Suggérée,29,Peur,1.7865,0.7694,36,Peur,1.8307,0.7884,0.0442,False,0.8056,specificity_preserved,low
stanza,injuste,injuste,12,Suggérée,12,Colère,0.4138,0.4138,14,Colère,0.3712,0.3712,-0.0426,False,0.8571,specificity_preserved,low
spacy,rire,rire,2,Comportementale,24,Joie,0.4138,0.4138,14,Joie,0.3712,0.3712,-0.0426,False,0.1429,specificity_preserved,low
spacy,injuste,injuste,12,Suggérée,12,Colère,0.4138,0.4138,14,Colère,0.3712,0.3712,-0.0426,False,0.8571,specificity_preserved,low
spacy,pays,pays,8,Suggérée,9,Peur,2.1972,0.9463,8,Peur,2.1556,0.9284,-0.0416,False,1.0,specificity_preserved,low
spacy,vu,voir,8,Suggérée,8,Peur,2.75,0.9796,29,Colère,2.7091,0.8546,-0.0409,True,0.2759,dominant_emotion_shift,low
stanza,condamné,condamner,4,Suggérée,4,Colère,1.5,0.9464,6,Colère,1.4591,0.9206,-0.0409,False,0.6667,specificity_preserved,low
spacy,douée,douer,9,Suggérée,9,Joie,1.5305,0.9656,10,Joie,1.571,0.9912,0.0405,False,0.9,specificity_preserved,low
stanza,douée,doué,9,Suggérée,9,Joie,1.5305,0.9656,10,Joie,1.571,0.9912,0.0405,False,0.9,specificity_preserved,low
stanza,regrette,regretter,8,Désignée,8,Tristesse,0.5436,0.5436,9,Tristesse,0.5033,0.5033,-0.0403,False,0.8889,specificity_preserved,low
spacy,agressions,agression,5,Suggérée,5,Embarras,1.5219,0.9602,8,Peur,1.5613,0.9851,0.0394,True,0.625,dominant_emotion_shift,low
stanza,agressions,agression,5,Suggérée,5,Embarras,1.5219,0.9602,8,Peur,1.5613,0.9851,0.0394,True,0.625,dominant_emotion_shift,low
spacy,tendue,tendre,4,Désignée,4,Colère,0.8113,0.8113,13,Colère,0.7732,0.4879,-0.0381,False,0.3077,specificity_preserved,low
stanza,surprise,surprise,41,Désignée,41,Surprise,0.4448,0.2807,46,Surprise,0.4077,0.2572,-0.0371,False,0.8913,specificity_preserved,low
stanza,descendues,descendre,3,Comportementale,3,Colère,0.9183,0.9183,10,Colère,0.8813,0.8813,-0.037,False,0.3,specificity_preserved,low
stanza,casse,casse,3,Montrée,10,Colère,0.8813,0.8813,3,Colère,0.9183,0.9183,0.037,False,1.0,specificity_preserved,low
spacy,descendues,descendre,3,Comportementale,3,Colère,0.9183,0.9183,10,Colère,0.8813,0.8813,-0.037,False,0.3,specificity_preserved,low
spacy,problèmes,problème,6,Suggérée,6,Colère,0.9183,0.9183,8,Colère,0.9544,0.9544,0.0361,False,0.75,specificity_preserved,low
spacy,traité,traiter,8,Désignée,8,Embarras,0.9544,0.9544,9,Embarras,0.9183,0.9183,-0.0361,False,0.8889,specificity_preserved,low
spacy,problème,problème,2,Montrée,3,Colère,0.9183,0.9183,8,Colère,0.9544,0.9544,0.0361,False,0.25,specificity_preserved,low
stanza,dérange,déranger,9,Désignée,9,Tristesse,0.5033,0.5033,10,Tristesse,0.469,0.469,-0.0343,False,0.9,specificity_preserved,low
stanza,accusent,accuser,22,Comportementale,22,Colère,0.2668,0.2668,90,Colère,0.2984,0.1882,0.0316,False,0.2444,specificity_preserved,low
spacy,accusent,accuser,21,Comportementale,22,Colère,0.2668,0.2668,69,Colère,0.2979,0.188,0.0311,False,0.3043,specificity_preserved,low
spacy,honneur,honneur,7,Désignée,7,Fierté,1.8424,0.9212,8,Admiration,1.8113,0.9056,-0.0311,True,0.875,dominant_emotion_shift,low
stanza,honneur,honneur,7,Désignée,7,Fierté,1.8424,0.9212,8,Admiration,1.8113,0.9056,-0.0311,True,0.875,dominant_emotion_shift,low
stanza,rendu,rendre,5,Suggérée,5,Admiration,1.9219,0.961,13,Tristesse,1.892,0.8148,-0.0299,True,0.3846,dominant_emotion_shift,low
spacy,applaudi,applaudi,4,Comportementale,5,Admiration,0.971,0.971,4,Admiration,1.0,1.0,0.029,False,1.0,specificity_preserved,low
spacy,faute,faute,5,Désignée,5,Culpabilité,0.971,0.971,6,Colère,1.0,1.0,0.029,True,0.8333,dominant_emotion_shift,low
stanza,négatives,négatif,4,Suggérée,4,Embarras,1.0,1.0,5,Tristesse,0.971,0.971,-0.029,True,0.8,dominant_emotion_shift,low
stanza,faute,faute,5,Désignée,5,Culpabilité,0.971,0.971,6,Colère,1.0,1.0,0.029,True,0.8333,dominant_emotion_shift,low
stanza,applaudi,applaudir,5,Comportementale,5,Admiration,0.971,0.971,6,Admiration,1.0,1.0,0.029,False,0.8333,specificity_preserved,low
stanza,rétorque,rétorquer,4,Comportementale,4,Colère,1.0,1.0,5,Colère,0.971,0.971,-0.029,False,0.8,specificity_preserved,low
stanza,exclame,exclamer,4,Comportementale,4,Joie,1.0,1.0,5,Joie,0.971,0.971,-0.029,False,0.8,specificity_preserved,low
stanza,drôle,drôle,42,Suggérée,42,Surprise,1.3437,0.6719,47,Surprise,1.3148,0.6574,-0.0289,False,0.8936,specificity_preserved,low
spacy,drôle,drôle,42,Suggérée,42,Surprise,1.3437,0.6719,47,Surprise,1.3148,0.6574,-0.0289,False,0.8936,specificity_preserved,low
stanza,sais,savoir,5,Montrée,5,Colère,1.9219,0.961,14,Colère,1.9502,0.7544,0.0283,False,0.3571,specificity_preserved,low
stanza,agressées,agresser,7,Suggérée,7,Tristesse,1.5567,0.9821,12,Colère,1.585,1.0,0.0283,True,0.5833,dominant_emotion_shift,low
stanza,désaccord,désaccord,11,Suggérée,11,Colère,0.4395,0.4395,12,Colère,0.4138,0.4138,-0.0257,False,0.9167,specificity_preserved,low
spacy,désaccord,désaccord,11,Suggérée,11,Colère,0.4395,0.4395,12,Colère,0.4138,0.4138,-0.0257,False,0.9167,specificity_preserved,low
spacy,rire,rir,22,Comportementale,24,Joie,0.4138,0.4138,22,Joie,0.4395,0.4395,0.0257,False,1.0,specificity_preserved,low
stanza,menace,menace,21,Désignée,21,Peur,0.7025,0.7025,28,Peur,0.6769,0.6769,-0.0256,False,0.75,specificity_preserved,low
stanza,violente,violent,3,Suggérée,3,Peur,0.9183,0.9183,21,Peur,0.8929,0.5634,-0.0254,False,0.1429,specificity_preserved,low
spacy,menacer,menacer,9,Désignée,9,Peur,0.5033,0.5033,67,Peur,0.5276,0.5276,0.0243,False,0.1343,specificity_preserved,low
spacy,impressionner,impressionner,5,Désignée,5,Fierté,1.9219,0.961,23,Surprise,1.946,0.8381,0.0241,True,0.2174,dominant_emotion_shift,low
spacy,perdu,perdre,7,Suggérée,12,Tristesse,1.5511,0.7755,14,Tristesse,1.5744,0.7872,0.0233,False,0.5,specificity_preserved,low
stanza,lève,lever,4,Comportementale,4,Colère,1.5,0.9464,5,Colère,1.5219,0.9602,0.0219,False,0.8,specificity_preserved,low
stanza,émerveillée,émerveiller,5,Désignée,5,Admiration,1.5219,0.9602,8,Admiration,1.5,0.9464,-0.0219,False,0.625,specificity_preserved,low
spacy,lève,lever,4,Comportementale,4,Colère,1.5,0.9464,5,Colère,1.5219,0.9602,0.0219,False,0.8,specificity_preserved,low
stanza,espionner,espionner,4,Suggérée,4,Colère,1.5,0.9464,5,Colère,1.5219,0.9602,0.0219,False,0.8,specificity_preserved,low
stanza,soeur,soeur,4,Suggérée,4,Joie,1.5,0.9464,5,Colère,1.5219,0.9602,0.0219,True,0.8,dominant_emotion_shift,low
spacy,soeur,soeur,4,Suggérée,4,Joie,1.5,0.9464,5,Colère,1.5219,0.9602,0.0219,True,0.8,dominant_emotion_shift,low
spacy,espionner,espionner,4,Suggérée,4,Colère,1.5,0.9464,5,Colère,1.5219,0.9602,0.0219,False,0.8,specificity_preserved,low
stanza,arrête,arrêter,3,Montrée,3,Colère,1.585,1.0,22,Colère,1.5633,0.7816,-0.0217,False,0.1364,specificity_preserved,low
stanza,disparu,disparaître,6,Suggérée,6,Peur,1.7925,0.8962,8,Peur,1.8113,0.9056,0.0188,False,0.75,specificity_preserved,low
spacy,remporté,remporter,11,Suggérée,11,Joie,1.4354,0.9056,29,Joie,1.4542,0.7271,0.0188,False,0.3793,specificity_preserved,low
spacy,remporte,remporter,7,Suggérée,9,Joie,1.4355,0.9057,29,Joie,1.4542,0.7271,0.0187,False,0.2414,specificity_preserved,low
stanza,manifestations,manifestation,63,Comportementale,63,Colère,0.2031,0.2031,70,Colère,0.1872,0.1872,-0.0159,False,0.9,specificity_preserved,low
spacy,manifestations,manifestation,63,Comportementale,63,Colère,0.2031,0.2031,70,Colère,0.1872,0.1872,-0.0159,False,0.9,specificity_preserved,low
spacy,arrête,arrêter,2,Montrée,3,Colère,1.585,1.0,21,Colère,1.6005,0.8002,0.0155,False,0.0952,specificity_preserved,low
stanza,dormir,dormir,7,Suggérée,7,Tristesse,0.9852,0.9852,8,Peur,1.0,1.0,0.0148,True,0.875,dominant_emotion_shift,low
spacy,enfants,enfant,7,Suggérée,7,Peur,0.9852,0.9852,8,Joie,1.0,1.0,0.0148,True,0.875,dominant_emotion_shift,low
spacy,dormir,dormir,7,Suggérée,7,Tristesse,0.9852,0.9852,8,Peur,1.0,1.0,0.0148,True,0.875,dominant_emotion_shift,low
stanza,enfants,enfant,7,Suggérée,7,Peur,0.9852,0.9852,8,Joie,1.0,1.0,0.0148,True,0.875,dominant_emotion_shift,low
stanza,protéger,protéger,24,Suggérée,24,Peur,0.2499,0.2499,26,Peur,0.2352,0.2352,-0.0147,False,0.9231,specificity_preserved,low
spacy,olympiques,olympique,5,Suggérée,5,Joie,0.971,0.971,7,Joie,0.9852,0.9852,0.0142,False,0.7143,specificity_preserved,low
stanza,olympiques,olympique,5,Suggérée,5,Joie,0.971,0.971,7,Joie,0.9852,0.9852,0.0142,False,0.7143,specificity_preserved,low
stanza,remporté,remporter,11,Suggérée,11,Joie,1.4354,0.9056,31,Joie,1.4474,0.7237,0.012,False,0.3548,specificity_preserved,low
stanza,remporte,remporter,9,Suggérée,9,Joie,1.4355,0.9057,31,Joie,1.4474,0.7237,0.0119,False,0.2903,specificity_preserved,low
spacy,merde,merd,4,Montrée,16,Colère,0.9887,0.9887,4,Colère,1.0,1.0,0.0113,False,1.0,specificity_preserved,low
spacy,travail,travail,9,Suggérée,9,Colère,1.8366,0.9183,10,Colère,1.8464,0.9232,0.0098,False,0.9,specificity_preserved,low
stanza,travail,travail,9,Suggérée,9,Colère,1.8366,0.9183,10,Colère,1.8464,0.9232,0.0098,False,0.9,specificity_preserved,low
stanza,inquiète,inquiéter,13,Désignée,36,Peur,0.4138,0.4138,37,Peur,0.406,0.406,-0.0078,False,0.3514,specificity_preserved,low
stanza,impressionnante,impressionnant,3,Désignée,3,Admiration,1.585,1.0,21,Admiration,1.58,0.79,-0.005,False,0.1429,specificity_preserved,low
spacy,agressées,agresser,3,Suggérée,7,Tristesse,1.5567,0.9821,8,Colère,1.5613,0.9851,0.0046,True,0.375,dominant_emotion_shift,low
spacy,nouveau,nouveau,3,Suggérée,3,Joie,0.9183,0.9183,10,Joie,0.9219,0.5817,0.0036,False,0.3,specificity_preserved,low
spacy,merde,merde,12,Montrée,16,Colère,0.9887,0.9887,14,Colère,0.9852,0.9852,-0.0035,False,0.8571,specificity_preserved,low
stanza,merde,merde,16,Montrée,16,Colère,0.9887,0.9887,18,Colère,0.9911,0.9911,0.0024,False,0.8889,specificity_preserved,low
stanza,parle,parler,8,Montrée,8,Colère,2.1556,0.9284,21,Colère,2.1533,0.7178,-0.0023,False,0.381,specificity_preserved,low
stanza,accuse,accuser,19,Comportementale,19,Colère,0.2975,0.2975,90,Colère,0.2984,0.1882,0.0009,False,0.2111,specificity_preserved,low
spacy,hommage,hommage,31,Comportementale,31,Tristesse,0.9992,0.9992,33,Tristesse,0.9993,0.9993,0.0001,False,0.9394,specificity_preserved,low
stanza,hommage,hommage,31,Comportementale,31,Tristesse,0.9992,0.9992,33,Tristesse,0.9993,0.9993,0.0001,False,0.9394,specificity_preserved,low
stanza,étrange,étrange,8,Désignée,8,Surprise,-0.0,0.0,10,Surprise,-0.0,0.0,0.0,False,0.8,specificity_preserved,low
stanza,étonne,étonner,6,Désignée,6,Surprise,-0.0,0.0,23,Surprise,-0.0,0.0,0.0,False,0.2609,specificity_preserved,low
stanza,york,york,5,Suggérée,5,Joie,0.7219,0.7219,5,Joie,0.7219,0.7219,0.0,False,1.0,specificity_preserved,low
stanza,point,point,4,Montrée,4,Surprise,1.0,1.0,4,Surprise,1.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,terroristes,terroriste,7,Suggérée,7,Colère,1.4488,0.9141,7,Colère,1.4488,0.9141,0.0,False,1.0,specificity_preserved,low
stanza,tg,tg,22,Montrée,22,Colère,-0.0,0.0,22,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,ans,an,7,Suggérée,7,Colère,2.2359,0.963,7,Colère,2.2359,0.963,0.0,False,1.0,backend_artifact,low
stanza,adore,adorer,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,affrontements,affrontement,4,Comportementale,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,vraiment,vraiment,10,Montrée,10,Tristesse,2.3219,0.8982,10,Tristesse,2.3219,0.8982,0.0,False,1.0,specificity_preserved,low
stanza,appelé,appeler,5,Comportementale,5,Colère,-0.0,0.0,6,Colère,-0.0,0.0,0.0,False,0.8333,specificity_preserved,low
stanza,victoire,victoire,17,Suggérée,17,Joie,0.6723,0.6723,17,Joie,0.6723,0.6723,0.0,False,1.0,specificity_preserved,low
stanza,étonné,étonner,7,Désignée,7,Surprise,-0.0,0.0,23,Surprise,-0.0,0.0,0.0,False,0.3043,specificity_preserved,low
stanza,étonnement,étonnement,4,Désignée,4,Surprise,-0.0,0.0,4,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,venger,venger,7,Comportementale,7,Colère,0.8631,0.8631,7,Colère,0.8631,0.8631,0.0,False,1.0,specificity_preserved,low
stanza,effrayé,effrayer,5,Désignée,5,Peur,-0.0,0.0,10,Peur,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
stanza,effrayants,effrayant,5,Désignée,5,Peur,-0.0,0.0,9,Peur,-0.0,0.0,0.0,False,0.5556,specificity_preserved,low
stanza,effrayant,effrayant,3,Désignée,3,Peur,-0.0,0.0,9,Peur,-0.0,0.0,0.0,False,0.3333,specificity_preserved,low
stanza,téléphone,téléphone,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,trésor,trésor,3,Suggérée,3,Fierté,0.9183,0.9183,3,Fierté,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,vie,vie,28,Suggérée,28,Joie,1.8064,0.9032,28,Joie,1.8064,0.9032,0.0,False,1.0,specificity_preserved,low
stanza,discriminer,discriminer,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,précipite,précipiter,3,Comportementale,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,vache,vache,3,Suggérée,3,Dégoût,1.585,1.0,3,Dégoût,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,unique,unique,5,Suggérée,5,Fierté,1.9219,0.961,5,Fierté,1.9219,0.961,0.0,False,1.0,specificity_preserved,low
stanza,ailleurs,ailleurs,5,Montrée,5,Colère,1.5219,0.9602,5,Colère,1.5219,0.9602,0.0,False,1.0,specificity_preserved,low
stanza,ailey,ailey,6,Suggérée,6,Joie,0.9183,0.9183,6,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,ah,ah,5,Montrée,5,Surprise,0.7219,0.7219,5,Surprise,0.7219,0.7219,0.0,False,1.0,specificity_preserved,low
stanza,agréable,agréable,4,Désignée,4,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,agace,agacer,3,Montrée,3,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,0.6,specificity_preserved,low
stanza,sécurité,sécurité,4,Suggérée,4,Peur,-0.0,0.0,4,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,sécheresse,sécheresse,6,Suggérée,6,Peur,-0.0,0.0,6,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,sympa,sympa,3,Désignée,3,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
stanza,surtout,surtout,4,Montrée,4,Colère,1.5,0.9464,4,Colère,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
stanza,surpris,surprendre,11,Désignée,11,Surprise,-0.0,0.0,14,Surprise,-0.0,0.0,0.0,False,0.7857,specificity_preserved,low
stanza,argent,argent,17,Suggérée,17,Colère,2.2784,0.8116,17,Colère,2.2784,0.8116,0.0,False,1.0,specificity_preserved,low
stanza,ca,ça,7,Montrée,7,Colère,1.1488,0.7248,7,Colère,1.1488,0.7248,0.0,False,1.0,stopword_leakage,low
stanza,pourtant,pourtant,12,Montrée,12,Surprise,0.8167,0.5153,12,Surprise,0.8167,0.5153,0.0,False,1.0,specificity_preserved,low
stanza,dénoncent,dénoncer,6,Comportementale,6,Colère,-0.0,0.0,31,Colère,-0.0,0.0,0.0,False,0.1935,specificity_preserved,low
stanza,angoisse,angoisse,4,Désignée,4,Peur,-0.0,0.0,6,Peur,-0.0,0.0,0.0,False,0.6667,specificity_preserved,low
stanza,timidement,timidement,4,Comportementale,4,Embarras,1.0,1.0,4,Embarras,1.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,alarme,alarme,3,Comportementale,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,aise,aise,9,Désignée,9,Embarras,1.3516,0.8528,9,Embarras,1.3516,0.8528,0.0,False,1.0,specificity_preserved,low
stanza,air,air,7,Comportementale,7,Joie,1.8424,0.9212,7,Joie,1.8424,0.9212,0.0,False,1.0,specificity_preserved,low
stanza,troupe,troupe,9,Suggérée,9,Joie,0.7642,0.7642,9,Joie,0.7642,0.7642,0.0,False,1.0,specificity_preserved,low
stanza,trois,trois,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,tristesse,tristesse,10,Désignée,10,Tristesse,-0.0,0.0,10,Tristesse,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,tribunal,tribunal,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,travers,travers,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,réclamait,réclamer,4,Comportementale,4,Colère,-0.0,0.0,51,Colère,-0.0,0.0,0.0,False,0.0784,specificity_preserved,low
stanza,amusé,amuser,3,Désignée,3,Joie,-0.0,0.0,37,Joie,-0.0,0.0,0.0,False,0.0811,specificity_preserved,low
stanza,récompense,récompense,8,Suggérée,8,Fierté,1.0,1.0,8,Fierté,1.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,réclamé,réclamer,4,Comportementale,4,Colère,-0.0,0.0,51,Colère,-0.0,0.0,0.0,False,0.0784,specificity_preserved,low
stanza,réclamer,réclamer,14,Comportementale,14,Colère,-0.0,0.0,51,Colère,-0.0,0.0,0.0,False,0.2745,specificity_preserved,low
stanza,réclament,réclamer,10,Comportementale,10,Colère,-0.0,0.0,51,Colère,-0.0,0.0,0.0,False,0.1961,specificity_preserved,low
stanza,réclame,réclamer,12,Comportementale,12,Colère,-0.0,0.0,51,Colère,-0.0,0.0,0.0,False,0.2353,specificity_preserved,low
stanza,tas,tas,5,Montrée,5,Dégoût,1.9219,0.961,5,Dégoût,1.9219,0.961,0.0,False,1.0,specificity_preserved,low
stanza,sûr,sûr,8,Montrée,8,Joie,1.0613,0.6696,8,Joie,1.0613,0.6696,0.0,False,1.0,specificity_preserved,low
stanza,soleil,soleil,4,Suggérée,4,Tristesse,1.5,0.9464,4,Tristesse,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
stanza,silence,silence,9,Comportementale,9,Tristesse,2.0588,0.8867,9,Tristesse,2.0588,0.8867,0.0,False,1.0,specificity_preserved,low
stanza,sexuellement,sexuellement,3,Suggérée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,surprenante,surprenant,4,Désignée,4,Surprise,-0.0,0.0,9,Surprise,-0.0,0.0,0.0,False,0.4444,specificity_preserved,low
stanza,surprenant,surprenant,4,Désignée,4,Surprise,-0.0,0.0,9,Surprise,-0.0,0.0,0.0,False,0.4444,specificity_preserved,low
stanza,étonnés,étonner,5,Désignée,5,Surprise,-0.0,0.0,23,Surprise,-0.0,0.0,0.0,False,0.2174,specificity_preserved,low
stanza,suicider,suicider,3,Comportementale,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,spectaculaire,spectaculaire,7,Désignée,7,Admiration,0.9852,0.9852,7,Admiration,0.9852,0.9852,0.0,False,1.0,specificity_preserved,low
stanza,etes,être,2,Montrée,4,Colère,-0.0,0.0,6,Colère,-0.0,0.0,0.0,False,0.3333,stopword_leakage,low
stanza,routes,route,10,Comportementale,10,Colère,-0.0,0.0,10,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,risques,risque,7,Désignée,7,Peur,-0.0,0.0,14,Peur,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
stanza,risque,risque,7,Désignée,7,Peur,-0.0,0.0,14,Peur,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
stanza,rigolé,rigoler,3,Comportementale,3,Joie,-0.0,0.0,6,Joie,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
stanza,rigole,rigole,5,Comportementale,5,Joie,0.7219,0.7219,5,Joie,0.7219,0.7219,0.0,False,1.0,specificity_preserved,low
stanza,stop,stop,7,Montrée,7,Colère,0.5917,0.5917,7,Colère,0.5917,0.5917,0.0,False,1.0,specificity_preserved,low
stanza,assez,assez,26,Suggérée,26,Colère,0.9294,0.5864,26,Colère,0.9294,0.5864,0.0,False,1.0,specificity_preserved,low
stanza,rêve,rêve,12,Suggérée,12,Joie,1.585,0.6826,12,Joie,1.585,0.6826,0.0,False,1.0,specificity_preserved,low
stanza,révolte,révolte,9,Comportementale,9,Colère,0.5033,0.5033,9,Colère,0.5033,0.5033,0.0,False,1.0,specificity_preserved,low
stanza,super,super,10,Désignée,10,Joie,1.4855,0.9372,10,Joie,1.4855,0.9372,0.0,False,1.0,specificity_preserved,low
stanza,scandale,scandale,5,Désignée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,satisfaire,satisfaire,4,Désignée,4,Joie,-0.0,0.0,4,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,santé,santé,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
